application,approval,uid,gender,bal,prod_list,item,seq_len,item_neg
0,0,853,2,68296,"53,84,24",33,3,17
0,1,1748,2,63075,"34,69,83",26,3,74
1,0,411,2,51295,"43,86,40",29,3,21
0,1,56,2,53737,"62,40,19",38,3,24
0,0,1099,2,51436,"38,56,13",16,3,15
0,1,1529,2,10157,"77,7,3",59,3,62
1,0,1543,1,93547,"20,14,99",81,3,83
1,0,1767,1,12081,"77,71,8",47,3,60
0,0,812,2,54772,"91,58,85",40,3,11
0,0,1641,1,78157,"26,47,87",17,3,22
1,1,82,1,90781,"0,13,6",91,3,39
0,0,1913,2,46504,"6,65,84",22,3,72
1,1,469,1,12773,"29,41,20",26,3,19
1,0,1168,2,45240,"4,21,60",58,3,0
1,0,280,2,37346,"1,63,7",58,3,30
0,0,1915,2,35009,"83,79,25",46,3,20
0,1,1952,1,72987,"85,94,42",9,3,31
1,1,1080,2,56497,"30,48,52",85,3,70
1,0,192,1,12752,"82,51,51",68,3,12
1,0,719,2,47906,"30,66,74",9,3,82
1,1,785,2,20004,"90,65,92",66,3,11
0,0,1683,1,27615,"72,12,2",93,3,46
1,1,1458,1,52721,"69,85,23",39,3,36
1,0,1407,1,88986,"100,69,93",86,3,4
0,0,1901,2,22893,"47,16,28",57,3,36
1,1,590,1,99141,"35,71,19",55,3,65
0,0,508,2,90072,"43,70,35",2,3,2
0,0,207,1,99546,"39,89,45",23,3,76
0,1,655,1,47433,"48,45,25",99,3,21
0,1,495,1,14603,"9,35,71",6,3,96
1,1,438,2,60112,"55,21,10",96,3,45
0,0,1855,1,99900,"95,75,77",50,3,17
0,0,1001,2,41873,"47,13,51",28,3,11
1,0,1283,1,59856,"42,12,20",22,3,73
0,1,1074,1,90023,"44,75,47",11,3,81
1,1,66,2,45799,"7,77,40",21,3,36
0,0,196,1,25929,"93,100,2",67,3,16
1,0,594,1,45343,"37,53,10",77,3,47
1,1,737,2,45541,"58,13,40",25,3,8
1,1,127,2,18861,"34,23,37",62,3,75
0,0,564,1,32634,"53,2,87",36,3,55
0,0,613,2,35047,"50,7,74",48,3,93
0,1,382,1,84006,"85,82,86",19,3,96
1,0,1488,1,45843,"100,100,32",72,3,56
0,0,75,2,40823,"7,16,94",44,3,31
1,1,1077,2,95288,"9,21,100",15,3,87
1,1,1647,1,74805,"76,63,80",2,3,65
0,1,1066,2,84003,"28,39,64",15,3,14
1,1,1023,2,83652,"26,11,8",60,3,18
0,0,1540,1,98502,"21,97,17",29,3,8
1,1,1858,2,88203,"93,49,41",83,3,27
1,1,1752,2,43110,"29,44,16",15,3,89
0,0,1423,1,68016,"32,47,77",100,3,80
1,1,721,1,89656,"89,65,13",100,3,92
1,1,1875,1,73526,"66,84,86",23,3,90
0,0,674,2,40387,"66,59,67",90,3,50
1,1,937,1,60033,"39,56,12",13,3,52
1,1,299,2,54812,"24,34,87",76,3,1
0,0,18,2,46852,"78,72,17",40,3,60
0,1,828,2,83055,"24,77,47",41,3,81
0,0,1825,2,40890,"10,38,11",50,3,86
0,1,1822,1,89013,"42,99,40",90,3,3
0,0,126,2,69847,"79,78,25",32,3,29
1,0,807,2,94950,"77,82,52",90,3,65
0,1,1696,2,46265,"48,91,52",53,3,41
1,0,1233,2,11046,"25,31,85",58,3,77
1,1,1031,2,10517,"19,36,19",33,3,60
0,1,1008,1,45541,"81,0,2",48,3,33
0,0,1214,1,82516,"15,82,100",55,3,34
0,0,348,1,18199,"82,19,53",6,3,96
0,0,788,2,94949,"26,63,90",95,3,56
0,1,287,1,95863,"69,51,49",20,3,81
1,1,7,2,87654,"34,98,74",95,3,12
0,0,1775,2,54148,"31,69,50",10,3,95
0,1,60,1,36833,"80,89,64",75,3,87
0,1,1018,1,57712,"16,68,89",41,3,57
1,1,1580,1,39405,"18,78,42",67,3,80
1,1,1224,2,65131,"96,9,78",38,3,3
1,1,1590,2,28994,"7,98,46",89,3,34
1,0,1930,2,14277,"98,89,89",54,3,65
1,1,107,2,27527,"10,95,29",54,3,31
1,0,1395,1,22622,"53,9,85",54,3,51
1,1,1724,2,87339,"42,41,63",90,3,32
0,1,1374,2,99222,"43,70,22",55,3,91
1,1,813,2,79715,"26,86,42",27,3,55
0,1,149,1,65749,"79,78,88",14,3,14
1,0,780,1,54300,"62,57,93",35,3,77
1,0,800,2,40674,"93,32,62",35,3,62
0,0,523,2,74010,"63,75,99",22,3,5
0,1,1559,1,50296,"2,50,8",81,3,87
0,1,15,2,94585,"78,12,36",47,3,11
1,0,753,1,46709,"41,72,100",74,3,1
1,0,661,1,97237,"65,30,22",95,3,23
1,0,610,2,70866,"55,12,86",44,3,61
0,1,815,2,57304,"89,27,93",10,3,22
1,1,18,2,67945,"59,99,7",75,3,23
1,0,1866,2,60792,"79,88,3",70,3,43
0,0,1060,1,98833,"4,47,20",39,3,37
1,1,312,2,66849,"28,36,35",37,3,21
0,0,1795,2,31080,"89,98,86",3,3,30
1,1,1189,1,11898,"82,55,84",37,3,51
1,1,42,1,59659,"21,60,60",88,3,50
1,0,703,1,44153,"13,26,73",45,3,88
1,1,1062,1,26812,"72,83,17",70,3,19
0,1,694,1,46716,"19,85,5",91,3,30
0,0,1979,2,39632,"93,88,44",79,3,92
0,0,1671,1,76979,"61,3,19",30,3,80
1,0,492,1,81786,"13,30,25",38,3,74
0,0,1860,2,51268,"32,60,26",39,3,38
0,0,683,1,52177,"85,22,40",63,3,90
0,0,1901,1,75792,"2,91,93",83,3,86
1,0,1747,1,16716,"53,33,15",91,3,40
1,1,141,1,13313,"12,52,62",79,3,69
0,1,75,2,55399,"45,40,66",86,3,58
1,1,1199,2,63081,"71,63,12",81,3,14
0,0,940,1,90109,"4,70,17",72,3,57
1,0,513,2,83150,"10,39,14",24,3,0
1,1,1558,1,74814,"17,86,70",74,3,42
0,0,787,1,92140,"48,11,10",40,3,87
0,1,535,1,91562,"61,15,94",34,3,10
0,0,271,1,46666,"72,38,21",63,3,14
0,1,1944,2,17080,"8,20,48",83,3,4
1,0,665,2,96273,"97,1,74",28,3,41
1,1,910,1,40260,"74,2,17",45,3,41
0,1,711,1,34960,"97,1,87",22,3,29
0,1,2,1,83776,"86,22,26",73,3,47
1,0,424,2,38138,"95,78,69",23,3,86
0,0,584,1,73929,"44,83,63",38,3,64
1,1,773,1,48730,"40,1,37",87,3,78
0,0,128,1,52591,"67,21,40",66,3,55
0,0,466,1,57366,"45,26,67",72,3,71
0,1,479,1,39373,"7,6,5",94,3,45
0,1,1872,1,81747,"43,68,8",100,3,94
0,1,981,2,40989,"36,99,34",74,3,13
0,1,1071,1,47954,"1,79,65",18,3,78
1,1,1774,2,97363,"63,32,90",40,3,47
1,0,1997,2,56037,"95,52,62",43,3,43
1,0,1070,2,19744,"5,31,27",54,3,95
1,1,416,2,51758,"7,52,8",14,3,27
1,1,701,2,68315,"61,54,0",68,3,86
0,1,1109,2,31504,"18,0,61",80,3,50
0,1,202,1,85053,"68,23,97",95,3,69
0,0,1122,1,86947,"7,11,43",63,3,70
1,0,929,1,54826,"82,1,20",54,3,25
0,1,696,2,59370,"44,72,13",15,3,19
0,0,1743,1,20230,"91,37,62",27,3,47
1,1,1233,2,34698,"47,17,5",49,3,55
0,1,1643,1,99656,"100,8,48",12,3,60
1,0,1792,1,18792,"38,81,58",64,3,32
0,1,1450,2,10539,"81,30,3",88,3,15
1,1,1120,1,28719,"50,72,18",60,3,12
1,1,431,2,94153,"44,17,95",56,3,82
0,1,1709,1,20005,"8,2,10",76,3,16
1,1,1626,2,79247,"15,20,77",78,3,61
1,0,768,1,54656,"51,29,22",14,3,94
0,1,252,2,26633,"52,17,48",24,3,20
0,1,723,1,12584,"82,84,19",53,3,21
1,1,1611,2,10577,"17,12,37",44,3,46
1,0,970,1,61066,"43,58,76",36,3,45
1,1,48,2,57327,"18,32,2",89,3,45
0,0,191,2,29270,"23,70,33",6,3,40
0,1,1237,1,45273,"18,16,94",18,3,54
1,0,850,2,99112,"42,78,18",52,3,33
1,1,944,1,44886,"31,31,30",8,3,26
1,0,873,2,24042,"72,72,65",79,3,52
1,0,75,1,58799,"65,100,4",78,3,35
1,1,415,1,32642,"44,27,82",54,3,31
0,0,1127,2,44416,"100,64,35",62,3,83
1,1,1675,1,87531,"33,1,54",14,3,14
0,1,1616,1,89642,"100,98,40",30,3,55
1,0,1549,2,25469,"52,26,16",53,3,80
0,0,111,2,84367,"0,4,22",59,3,87
1,1,175,2,14507,"50,90,71",57,3,6
0,1,1211,2,83736,"70,12,23",50,3,88
0,1,1190,1,16981,"35,77,40",57,3,37
1,1,152,2,13884,"90,70,51",51,3,86
1,0,393,2,36994,"78,92,48",84,3,93
0,1,196,2,45248,"34,48,90",48,3,10
0,0,97,2,29405,"6,58,83",57,3,16
1,1,747,2,75433,"27,78,88",6,3,73
0,0,1821,2,69205,"31,51,61",23,3,36
0,0,178,2,99305,"69,31,10",99,3,46
0,0,755,1,87458,"15,7,25",52,3,94
0,1,1551,2,88119,"40,76,5",66,3,5
1,0,1841,1,42871,"75,25,15",56,3,12
1,1,1128,2,13234,"75,12,36",37,3,79
1,0,1711,1,15698,"92,22,17",87,3,42
1,1,1442,2,39286,"12,9,31",59,3,85
1,0,284,1,17380,"57,45,66",74,3,37
1,1,1678,1,38694,"68,16,51",49,3,15
0,1,32,1,49256,"62,44,57",99,3,70
1,1,515,2,55761,"98,39,64",64,3,36
0,0,1368,1,49688,"46,75,77",31,3,76
0,0,1382,2,17109,"0,57,65",36,3,46
0,0,1975,2,59249,"78,75,64",53,3,30
0,1,1775,2,44276,"39,30,51",83,3,60
0,1,1720,2,40739,"40,71,56",16,3,46
1,1,1438,2,39511,"74,5,5",57,3,42
1,0,1838,1,13747,"8,72,95",33,3,42
1,1,650,2,21108,"11,78,24",20,3,0
1,1,10,1,93698,"96,37,85",48,3,97
0,1,1276,1,17954,"44,21,26",53,3,71
1,0,1234,2,49244,"100,22,57",38,3,28
1,1,1135,2,12892,"30,24,47",67,3,82
0,0,924,1,99682,"17,41,29",49,3,92
1,1,109,1,68329,"7,54,30",85,3,13
0,1,226,2,17155,"54,22,43",33,3,49
1,0,883,2,19374,"42,32,95",53,3,42
0,1,675,1,59304,"27,66,52",64,3,76
0,0,291,1,83735,"45,38,72",4,3,55
0,1,206,2,52859,"72,93,56",6,3,10
0,0,526,1,40166,"36,93,26",21,3,21
0,0,1898,1,48178,"36,13,1",40,3,6
1,0,166,2,75694,"98,83,99",29,3,6
1,1,22,2,58415,"86,54,31",18,3,65
0,0,1128,1,69656,"92,83,16",55,3,25
0,1,1991,1,82847,"48,71,52",15,3,34
0,0,386,1,52478,"14,87,68",38,3,27
0,0,601,2,70017,"75,51,28",70,3,28
0,1,1950,2,12554,"95,59,66",8,3,73
1,1,841,2,73543,"85,1,89",56,3,86
1,0,1501,2,25549,"46,7,99",82,3,26
0,0,621,2,60587,"20,16,27",87,3,2
1,0,1391,2,99482,"9,62,28",83,3,35
1,1,1775,1,72687,"34,82,16",64,3,41
1,1,731,1,86552,"12,45,65",85,3,0
1,1,1219,1,51389,"86,38,67",5,3,88
0,1,343,1,77056,"4,28,88",27,3,15
1,0,727,1,49165,"57,38,18",29,3,22
0,1,1168,2,79071,"55,82,59",71,3,95
0,0,697,1,35910,"76,75,39",91,3,35
1,0,1633,1,60457,"70,52,51",14,3,3
1,1,647,2,70800,"50,44,13",86,3,88
0,0,1321,1,42361,"1,90,58",34,3,96
1,0,715,2,51165,"7,37,60",21,3,63
1,0,824,2,23873,"10,49,48",91,3,31
1,0,1247,1,33547,"74,12,35",74,3,93
1,1,1182,2,34189,"28,92,56",39,3,62
0,0,1238,1,57367,"61,54,85",33,3,34
0,0,1858,1,86131,"94,8,68",100,3,49
1,1,163,1,31388,"96,53,90",49,3,77
1,0,542,2,81588,"25,17,45",25,3,5
0,1,1771,1,29052,"83,77,35",14,3,1
0,1,1181,2,54843,"82,11,79",93,3,55
0,0,909,2,73307,"50,40,35",43,3,99
1,1,1695,1,39426,"53,77,15",42,3,45
0,1,126,1,19515,"0,40,35",61,3,49
0,0,731,1,43737,"56,69,20",20,3,90
0,0,1185,2,22905,"93,70,12",27,3,19
1,1,206,1,57274,"99,11,82",29,3,94
1,1,1135,1,75936,"36,75,60",83,3,4
0,0,1857,2,61795,"45,62,21",96,3,73
0,1,1536,1,75259,"71,92,19",83,3,8
1,1,1046,1,60634,"77,10,36",95,3,23
1,0,1678,2,59118,"7,23,29",43,3,51
1,1,1526,1,56294,"97,36,57",25,3,15
1,1,798,2,18362,"87,93,6",50,3,43
0,1,700,1,96815,"54,52,54",6,3,33
0,1,935,2,36878,"73,1,18",54,3,6
1,1,1398,2,40193,"7,15,100",50,3,31
0,1,1158,1,81035,"72,95,79",83,3,62
0,1,356,1,13825,"29,92,46",14,3,10
0,1,1429,1,54916,"72,41,30",42,3,3
1,1,1663,1,46370,"27,13,64",44,3,34
0,1,1705,2,79622,"82,29,81",32,3,28
0,0,1044,1,65547,"29,45,25",33,3,63
1,0,1735,2,76982,"76,6,54",56,3,3
0,1,118,1,39486,"9,73,6",47,3,68
0,1,1270,2,86207,"45,7,18",74,3,22
0,1,614,1,52119,"56,71,7",16,3,96
1,0,299,2,21705,"50,29,23",93,3,65
1,1,1359,2,22960,"8,29,96",25,3,13
0,0,945,1,37101,"56,67,53",27,3,2
0,1,421,1,99753,"46,70,21",98,3,14
0,0,638,2,84189,"100,75,89",56,3,93
1,0,282,2,70461,"73,99,8",22,3,98
0,1,567,2,81066,"85,22,87",25,3,3
0,0,966,1,33649,"98,88,38",76,3,17
1,1,1233,2,64270,"36,25,59",61,3,88
0,0,774,2,78858,"3,32,72",7,3,96
1,0,1730,1,52023,"1,8,90",33,3,10
1,0,441,1,94272,"32,40,55",58,3,70
0,1,1530,1,43225,"74,78,66",72,3,59
1,1,1971,2,44602,"9,44,5",40,3,30
1,0,442,2,71849,"2,98,45",89,3,57
0,1,323,1,78716,"60,17,16",42,3,66
1,0,169,2,47175,"76,98,10",79,3,78
0,0,1260,2,54011,"13,1,22",16,3,31
1,0,121,2,68465,"60,5,93",90,3,75
0,1,1910,1,26531,"13,27,7",45,3,19
0,0,595,2,74288,"23,10,25",97,3,19
0,1,18,2,36099,"63,72,21",52,3,8
1,0,12,1,56125,"77,45,71",59,3,81
0,1,225,2,32045,"28,22,69",93,3,69
1,1,1497,1,33322,"27,91,9",88,3,67
1,0,485,1,24738,"28,0,87",9,3,47
1,0,1097,2,47479,"7,40,29",23,3,9
1,1,954,2,29177,"29,43,99",18,3,26
0,0,571,1,31084,"46,10,55",92,3,69
0,0,1836,1,18387,"39,25,45",96,3,8
0,1,175,1,98597,"2,85,28",81,3,17
0,1,1628,1,92506,"87,8,31",6,3,72
0,1,1244,1,39643,"82,61,29",95,3,57
1,1,1603,2,88004,"0,81,85",1,3,87
1,1,1199,2,18215,"59,88,77",63,3,42
0,0,1206,2,77021,"24,61,75",79,3,20
0,0,1074,1,33818,"35,88,35",77,3,49
1,0,37,1,66792,"57,95,58",7,3,52
1,1,459,2,61214,"96,100,86",35,3,3
1,1,797,2,62671,"8,78,84",79,3,21
0,0,1328,2,51480,"89,3,78",2,3,5
0,1,306,1,56400,"83,78,91",61,3,29
0,0,52,1,45906,"32,91,42",43,3,98
0,1,1423,1,85523,"10,5,85",32,3,24
1,1,493,1,46683,"89,91,52",10,3,1
1,0,1755,1,69611,"44,61,17",65,3,95
1,1,1217,2,94686,"64,98,8",66,3,68
1,0,1047,2,39085,"44,17,88",17,3,88
1,1,1538,2,20606,"80,86,31",32,3,36
1,0,1875,1,95646,"75,64,45",8,3,65
1,0,658,2,63762,"67,84,71",19,3,4
1,0,938,2,96091,"81,81,98",7,3,52
1,0,358,1,63401,"87,74,48",91,3,92
1,1,60,2,90495,"65,82,51",42,3,86
0,0,705,2,43095,"45,57,69",82,3,87
1,1,41,2,98414,"79,36,42",83,3,50
0,1,1678,1,87731,"78,7,23",31,3,4
1,1,504,1,92764,"27,49,19",49,3,4
0,1,733,2,56250,"10,35,9",7,3,70
0,0,1680,2,79582,"89,91,48",26,3,73
0,1,268,1,76170,"56,79,37",9,3,25
0,1,76,1,29141,"80,15,85",6,3,62
0,1,209,2,37860,"27,92,39",54,3,85
0,0,435,2,26684,"34,76,43",60,3,49
1,0,1901,2,76984,"43,52,28",75,3,5
0,0,1990,2,21630,"21,11,96",65,3,12
1,1,1790,1,92977,"80,64,56",38,3,91
1,1,1310,2,33573,"47,73,63",64,3,71
0,0,535,1,36954,"63,9,21",74,3,45
1,0,437,1,11591,"61,86,5",23,3,26
0,1,670,1,86020,"38,28,31",37,3,84
0,0,906,1,24016,"30,58,72",93,3,7
0,0,540,2,91400,"67,19,42",85,3,50
0,1,529,2,81654,"59,0,100",37,3,32
1,0,1365,2,50610,"32,92,85",60,3,39
0,0,315,1,10633,"67,65,43",8,3,61
1,1,42,2,21958,"74,70,23",45,3,95
0,0,723,2,53747,"100,98,18",47,3,61
1,0,290,1,52503,"62,39,29",29,3,24
0,1,881,1,80785,"92,44,68",68,3,47
1,0,366,2,64017,"100,67,17",35,3,39
0,0,737,1,36360,"93,26,35",18,3,33
0,0,83,2,89397,"22,75,26",83,3,42
0,1,1012,2,25553,"4,69,47",5,3,62
0,0,1355,1,87524,"68,86,34",72,3,35
0,0,1789,2,54307,"69,56,47",59,3,94
1,0,94,1,67111,"85,34,18",34,3,95
0,1,846,2,91071,"22,96,10",42,3,58
1,1,1546,1,34694,"39,75,77",64,3,73
0,1,1411,2,14957,"12,82,13",40,3,54
0,1,1356,2,19024,"36,11,49",53,3,65
1,1,1056,1,17534,"56,89,66",98,3,6
0,0,527,2,90765,"1,100,65",62,3,80
1,0,1053,2,66818,"4,94,7",85,3,39
1,0,596,1,13227,"63,9,8",10,3,9
0,0,502,2,86495,"58,56,84",31,3,93
1,1,645,1,31473,"1,6,13",36,3,88
0,1,916,2,43084,"72,77,97",79,3,74
1,1,768,2,31928,"82,79,15",40,3,87
1,0,1890,2,19500,"17,96,93",21,3,72
1,1,1805,2,14297,"75,70,2",51,3,42
0,0,1458,1,38677,"24,47,5",78,3,3
0,0,1560,2,89451,"3,14,46",16,3,38
1,0,848,1,46530,"56,12,79",25,3,64
0,1,835,1,77340,"78,0,34",1,3,45
1,1,415,1,15755,"44,10,54",36,3,5
1,0,1625,1,11001,"85,45,55",68,3,65
1,1,435,1,73136,"32,73,28",54,3,4
1,0,566,2,48564,"8,22,78",17,3,21
0,0,986,1,36562,"61,29,1",76,3,76
1,1,1726,2,73195,"53,13,46",100,3,59
1,1,1259,2,56745,"1,35,92",76,3,78
0,1,1022,1,32885,"80,68,9",39,3,90
1,0,1859,2,29846,"17,51,89",79,3,16
1,1,1355,1,71535,"32,86,97",87,3,98
0,0,1701,1,14111,"1,54,81",75,3,29
1,1,97,2,46470,"62,31,77",10,3,89
0,0,1636,1,69778,"29,72,51",16,3,52
0,1,495,2,79559,"16,20,75",91,3,30
1,1,1195,1,94150,"98,46,30",44,3,42
0,1,917,1,31848,"50,97,88",50,3,98
0,1,1437,1,59542,"93,80,42",85,3,42
0,0,1017,1,99773,"0,89,98",34,3,79
1,1,706,2,93060,"67,11,90",69,3,4
0,0,1459,2,15721,"32,64,41",40,3,56
1,1,1203,2,37409,"12,20,32",6,3,80
1,0,789,1,16391,"76,90,47",93,3,26
1,0,1780,1,42397,"60,84,33",73,3,27
1,1,84,2,58993,"11,90,84",32,3,40
0,0,1123,1,36844,"32,98,72",7,3,36
0,0,323,2,24771,"13,61,65",68,3,57
1,1,1574,1,36622,"83,85,95",58,3,15
0,1,1628,1,93632,"15,50,68",78,3,49
0,1,624,2,54108,"42,78,47",82,3,57
1,1,1881,2,11506,"61,43,62",63,3,60
1,1,1701,2,50973,"66,38,43",16,3,82
0,1,46,2,27496,"59,91,72",67,3,93
0,0,248,2,19099,"99,76,13",81,3,89
1,0,1628,1,26808,"7,34,55",7,3,79
1,0,736,2,56977,"56,97,55",69,3,17
0,1,1304,1,28231,"89,92,26",82,3,40
1,0,1967,1,13516,"38,43,48",94,3,67
0,0,1177,1,22974,"72,71,33",34,3,38
1,1,529,2,35516,"83,77,80",3,3,62
1,1,761,2,31181,"16,98,3",80,3,50
1,1,1955,1,77995,"100,62,66",15,3,33
0,0,1439,1,89716,"31,62,99",28,3,9
1,1,410,2,53574,"88,61,97",18,3,73
1,1,1853,2,95555,"76,89,80",57,3,26
1,0,1189,1,70579,"96,1,9",75,3,6
1,1,1402,2,37204,"49,64,47",39,3,98
1,1,783,1,93049,"4,48,50",85,3,78
0,1,805,2,34936,"62,54,35",8,3,10
1,1,829,2,91977,"46,6,9",3,3,4
0,1,1169,2,46837,"51,92,64",78,3,8
0,1,473,1,96014,"72,96,49",70,3,96
1,1,1929,2,19875,"62,89,43",71,3,30
1,0,1710,1,38564,"25,74,55",26,3,45
1,1,248,1,98161,"18,23,50",47,3,51
0,0,1312,2,65125,"35,75,42",24,3,88
0,1,1521,2,80007,"84,50,6",32,3,15
1,1,1609,1,56605,"59,33,81",88,3,67
1,1,229,1,58378,"71,12,87",40,3,26
1,1,702,2,47902,"74,96,55",48,3,3
1,1,1024,1,73471,"13,80,16",92,3,45
1,0,131,2,99174,"61,92,29",47,3,46
1,1,1462,2,53724,"34,34,40",22,3,21
1,0,15,1,78343,"45,26,56",65,3,33
1,0,722,2,57528,"32,58,69",87,3,40
1,0,1148,2,82434,"89,64,13",60,3,85
1,0,151,2,53449,"47,53,71",29,3,42
1,0,1975,1,99522,"52,78,14",55,3,52
0,1,1316,2,78063,"80,8,32",67,3,75
1,1,296,1,91109,"88,90,66",38,3,44
1,1,706,1,16706,"87,17,72",70,3,52
0,0,1207,2,22394,"89,98,55",85,3,40
1,1,427,1,42213,"72,5,53",49,3,43
0,0,600,2,17998,"66,27,53",82,3,30
1,0,828,1,77540,"50,35,95",46,3,76
0,1,695,2,47192,"28,35,36",44,3,63
0,0,417,2,87766,"86,19,17",53,3,82
0,1,1888,1,73630,"73,48,5",66,3,96
0,1,1767,1,84148,"23,46,28",10,3,44
1,0,1996,2,99652,"9,18,70",81,3,37
0,1,1660,2,94972,"23,21,9",65,3,43
1,0,1152,1,84340,"55,22,39",39,3,6
1,1,1530,2,77993,"58,4,16",99,3,99
0,1,273,2,66729,"46,82,41",88,3,40
0,1,426,1,68540,"12,62,39",35,3,41
1,1,398,2,49716,"73,67,88",95,3,15
1,0,1503,1,56133,"62,75,50",16,3,4
0,1,1275,1,61041,"94,14,34",81,3,12
1,1,1833,2,87413,"64,50,10",95,3,67
1,0,108,2,27996,"21,31,39",38,3,58
1,1,1183,2,45135,"49,3,59",16,3,88
0,0,860,1,53098,"55,40,84",81,3,76
0,1,409,1,99268,"57,18,10",1,3,27
0,0,633,1,48416,"41,65,34",90,3,47
1,0,848,1,71886,"47,47,30",25,3,8
1,0,865,2,36692,"69,38,89",39,3,35
0,1,1375,1,21299,"4,8,95",16,3,11
0,1,782,2,35319,"17,51,1",39,3,86
0,0,1852,1,41221,"60,31,9",19,3,4
0,1,955,2,39455,"47,52,2",4,3,73
0,1,1891,2,43593,"96,58,88",17,3,85
0,0,1342,1,19549,"32,23,67",89,3,70
1,0,819,1,24035,"98,69,83",87,3,10
0,1,192,1,44345,"22,89,82",50,3,73
0,0,401,1,98137,"57,2,36",68,3,25
0,0,12,2,37728,"31,51,12",39,3,59
1,1,1727,1,40472,"55,56,36",2,3,9
1,1,774,2,90803,"99,48,38",85,3,76
1,0,815,1,95822,"5,72,7",72,3,84
0,0,832,2,77569,"70,90,41",19,3,69
1,1,557,1,45650,"14,81,41",82,3,51
0,1,1159,1,33959,"82,44,42",91,3,44
0,0,1486,1,58832,"9,9,7",31,3,53
0,1,569,2,94517,"2,80,25",76,3,43
1,1,399,1,75756,"26,64,83",73,3,97
0,0,1747,1,12082,"39,43,83",89,3,45
1,1,1419,2,91890,"64,1,89",14,3,48
1,0,1592,1,35142,"83,27,53",8,3,7
1,0,522,2,75495,"10,49,93",69,3,82
1,0,1634,2,22812,"67,23,93",20,3,28
1,0,722,1,69644,"23,4,98",9,3,82
0,0,961,2,27121,"8,37,7",36,3,97
1,0,281,1,26035,"57,14,42",73,3,62
1,0,60,2,94772,"19,53,90",30,3,89
1,0,1437,1,59141,"24,19,15",80,3,63
1,0,1554,2,33692,"69,98,61",20,3,24
1,1,205,2,99173,"45,81,25",39,3,45
0,0,803,2,52133,"8,96,16",45,3,74
0,0,1714,2,75295,"37,75,47",66,3,97
1,0,1351,2,82680,"98,74,17",73,3,47
0,0,765,1,22175,"65,40,49",13,3,56
1,0,1677,1,20581,"72,49,93",75,3,42
0,1,1857,2,88832,"86,66,81",4,3,63
1,0,1379,1,22235,"17,67,97",38,3,87
0,1,1733,1,76748,"47,96,34",89,3,96
1,0,1301,2,31096,"29,97,86",24,3,32
1,1,491,2,86762,"76,77,98",69,3,58
0,0,1763,1,27989,"37,17,1",4,3,70
1,1,1597,1,26795,"4,40,74",87,3,95
1,0,858,2,36551,"33,25,52",66,3,19
0,1,839,1,98565,"25,43,45",91,3,45
0,1,1471,1,76653,"70,7,11",90,3,29
1,1,628,1,65099,"56,8,33",57,3,56
1,1,1503,1,18803,"14,15,22",42,3,47
1,1,1729,1,44730,"32,99,67",72,3,54
1,1,643,1,78461,"59,63,97",85,3,39
1,0,786,2,21304,"78,89,43",57,3,30
0,1,1949,1,57592,"59,88,64",15,3,30
1,1,1021,1,77712,"98,72,52",59,3,24
1,0,1747,2,35859,"24,29,69",27,3,23
0,0,411,1,54517,"26,26,34",57,3,31
1,0,72,2,54348,"38,71,96",93,3,76
0,0,406,2,29060,"89,79,72",29,3,1
0,1,169,1,30320,"11,100,84",82,3,53
0,0,1899,2,62477,"89,59,67",69,3,86
1,0,193,2,42474,"100,8,4",75,3,96
1,0,1674,2,69984,"79,75,2",31,3,92
1,1,1735,1,74254,"72,96,35",56,3,31
1,1,793,1,73258,"29,31,13",81,3,55
0,0,1275,2,20905,"58,84,100",92,3,54
1,1,705,2,88111,"14,26,30",7,3,83
1,1,1246,1,85160,"7,16,91",32,3,61
0,1,1656,2,60710,"35,19,32",32,3,51
1,0,44,2,54743,"85,57,17",66,3,88
1,1,1168,2,67899,"35,29,70",84,3,20
1,0,1755,2,74677,"51,10,96",12,3,90
0,1,606,1,40250,"87,63,90",94,3,47
0,0,1065,1,91741,"23,11,49",21,3,56
1,0,1939,1,65199,"36,30,17",91,3,22
0,1,723,1,49296,"69,45,25",16,3,52
0,0,1341,2,63818,"17,92,68",32,3,32
0,0,690,1,74470,"4,64,68",82,3,23
1,1,545,1,96008,"57,33,80",19,3,62
0,0,946,2,99862,"5,88,62",68,3,61
0,0,1506,2,10194,"98,81,69",93,3,71
0,0,1349,1,31567,"6,23,10",16,3,98
0,0,1392,1,26863,"3,53,91",31,3,64
0,1,1363,2,28389,"88,37,39",78,3,50
0,1,1269,2,83276,"27,15,99",27,3,27
0,1,1472,2,31732,"50,30,52",100,3,77
0,0,584,2,59745,"75,53,3",59,3,55
1,0,1282,2,77339,"2,4,87",29,3,85
0,1,519,1,22479,"48,49,64",98,3,89
1,0,1723,2,62467,"18,33,96",11,3,34
0,1,1865,1,23452,"45,88,32",24,3,14
1,0,1932,1,48156,"27,13,71",51,3,43
0,1,1277,1,82957,"74,0,94",6,3,4
1,1,765,1,59310,"80,26,83",75,3,10
0,1,198,2,36525,"0,2,32",96,3,93
1,0,1023,1,50373,"34,41,55",47,3,25
1,1,1279,1,72900,"96,15,3",56,3,59
1,1,766,1,22457,"29,56,84",78,3,28
1,1,1485,2,39121,"21,14,97",36,3,67
1,0,996,2,93311,"81,30,71",32,3,88
0,1,1751,2,93909,"24,7,97",84,3,45
0,0,310,1,50280,"18,54,93",62,3,35
